,spotify_id,name,followers,popularity,genres,chart_hits
10569,0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,11014493.0,83,['brooklyn drill'],"['us (37)', 'gb (29)', 'au (29)', 'at (18)', 'be (29)', 'br (2)', 'bg (43)', 'ca (46)', 'cr (2)', 'cy (33)', 'cz (4)', 'dk (37)', 'do (4)', 'eg (6)', 'ee (19)', 'fi (17)', 'fr (26)', 'de (18)', 'gr (43)', 'hn (2)', 'hk (4)', 'hu (11)', 'is (49)', 'in (2)', 'id (1)', 'ie (24)', 'il (8)', 'it (10)', 'lv (22)', 'lt (11)', 'lu (45)', 'my (3)', 'mt (2)', 'ma (25)', 'nl (36)', 'nz (22)', 'no (31)', 'pa (3)', 'ph (3)', 'pl (2)', 'pt (22)', 'ro (33)', 'ru (3)', 'sa (5)', 'sg (3)', 'sk (17)', 'za (35)', 'kr (1)', 'es (2)', 'se (23)', 'ch (37)', 'tw (2)', 'th (2)', 'tr (1)', 'ua (3)', 'ae (32)', 'vn (1)', 'ad (2)']"
18083,64KEffDW9EtZ1y2vBYgq8T,Marshmello,34229273.0,83,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']","['us (18)', 'gb (14)', 'ar (3)', 'au (13)', 'at (13)', 'be (15)', 'bo (5)', 'br (6)', 'bg (14)', 'ca (19)', 'cl (3)', 'co (3)', 'cr (5)', 'cy (17)', 'cz (17)', 'dk (13)', 'do (6)', 'ec (4)', 'eg (7)', 'sv (6)', 'ee (19)', 'fi (14)', 'fr (6)', 'de (12)', 'gr (15)', 'gt (5)', 'hn (6)', 'hk (14)', 'hu (18)', 'is (11)', 'in (11)', 'id (14)', 'ie (15)', 'il (12)', 'it (6)', 'jp (8)', 'lv (17)', 'lt (19)', 'lu (17)', 'my (15)', 'mt (16)', 'mx (4)', 'ma (5)', 'nl (11)', 'nz (12)', 'ni (4)', 'no (16)', 'pa (6)', 'py (5)', 'pe (3)', 'ph (10)', 'pl (10)', 'pt (13)', 'ro (15)', 'ru (1)', 'sa (8)', 'sg (16)', 'sk (18)', 'za (12)', 'kr (3)', 'es (5)', 'se (15)', 'ch (13)', 'tw (18)', 'th (11)', 'tr (4)', 'ua (3)', 'ae (10)', 'uy (3)', 'vn (12)']"
7906,5WUlDfRSoLAfcVSX1WnrxN,Sia,24304639.0,83,"['australian dance', 'australian pop', 'dance pop', 'pop']","['us (17)', 'gb (21)', 'ar (10)', 'au (22)', 'at (24)', 'be (19)', 'bo (11)', 'br (13)', 'bg (21)', 'ca (18)', 'cl (10)', 'co (11)', 'cr (11)', 'cy (14)', 'cz (25)', 'dk (20)', 'do (12)', 'ec (9)', 'eg (10)', 'sv (12)', 'ee (32)', 'fi (30)', 'fr (26)', 'de (24)', 'gr (22)', 'gt (9)', 'hn (12)', 'hk (21)', 'hu (31)', 'is (15)', 'in (4)', 'id (10)', 'ie (22)', 'il (8)', 'it (16)', 'jp (2)', 'lv (25)', 'lt (32)', 'lu (23)', 'my (18)', 'mt (23)', 'mx (11)', 'ma (2)', 'nl (16)', 'nz (19)', 'ni (10)', 'no (33)', 'pa (13)', 'py (9)', 'pe (9)', 'ph (14)', 'pl (25)', 'pt (20)', 'ro (8)', 'ru (2)', 'sa (9)', 'sg (19)', 'sk (27)', 'za (2)', 'kr (3)', 'es (15)', 'se (28)', 'ch (28)', 'tw (37)', 'th (6)', 'tr (23)', 'ua (2)', 'ae (3)', 'uy (9)', 'vn (10)', 'ad (4)']"
7339,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,17411695.0,83,"['dance pop', 'pop', 'viral pop']","['us (10)', 'gb (8)', 'ar (6)', 'au (10)', 'at (7)', 'be (8)', 'bo (7)', 'br (6)', 'bg (11)', 'ca (13)', 'cl (5)', 'co (6)', 'cr (6)', 'cy (10)', 'cz (9)', 'dk (11)', 'do (6)', 'ec (6)', 'eg (5)', 'sv (6)', 'ee (11)', 'fi (9)', 'fr (7)', 'de (7)', 'gr (11)', 'gt (6)', 'hn (6)', 'hk (25)', 'hu (11)', 'is (8)', 'in (6)', 'id (17)', 'ie (8)', 'il (5)', 'it (8)', 'jp (8)', 'lv (9)', 'lt (11)', 'lu (9)', 'my (18)', 'mt (9)', 'mx (6)', 'ma (2)', 'nl (7)', 'nz (10)', 'ni (6)', 'no (10)', 'pa (6)', 'py (6)', 'pe (5)', 'ph (17)', 'pl (6)', 'pt (8)', 'ro (7)', 'sa (5)', 'sg (20)', 'sk (11)', 'za (3)', 'kr (8)', 'es (6)', 'se (11)', 'ch (8)', 'tw (26)', 'th (13)', 'tr (6)', 'ua (1)', 'ae (7)', 'uy (6)', 'vn (19)', 'ad (1)']"
13851,4zCH9qm4R2DADamUHMCa6O,Anirudh Ravichander,12592048.0,83,"['desi hip hop', 'filmi', 'tamil hip hop']","['in (37)', 'my (5)', 'sg (1)', 'tr (1)', 'ae (6)']"
12841,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,7597737.0,83,"['east coast hip hop', 'hip hop', 'rap']","['us (19)', 'gb (8)', 'ar (1)', 'au (6)', 'at (3)', 'be (4)', 'bo (1)', 'bg (2)', 'ca (5)', 'cl (1)', 'co (2)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (3)', 'do (1)', 'sv (1)', 'ee (3)', 'fi (4)', 'fr (4)', 'de (3)', 'gr (3)', 'gt (2)', 'hk (2)', 'hu (2)', 'is (8)', 'id (1)', 'ie (5)', 'it (3)', 'lv (4)', 'lt (3)', 'lu (2)', 'my (2)', 'mt (2)', 'mx (1)', 'nl (2)', 'nz (4)', 'ni (1)', 'no (1)', 'pa (1)', 'pl (3)', 'pt (2)', 'sg (2)', 'sk (2)', 'se (2)', 'ch (7)', 'tw (2)', 'tr (3)']"
13132,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,23534961.0,83,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']","['us (13)', 'gb (10)', 'ar (11)', 'au (1)', 'at (1)', 'be (8)', 'bo (8)', 'br (11)', 'bg (9)', 'ca (7)', 'cl (16)', 'co (3)', 'cr (6)', 'cz (15)', 'dk (3)', 'ec (3)', 'sv (6)', 'ee (1)', 'fi (4)', 'fr (2)', 'gr (6)', 'gt (1)', 'hn (1)', 'hk (4)', 'hu (8)', 'is (12)', 'ie (10)', 'il (3)', 'it (6)', 'lv (4)', 'lt (4)', 'lu (1)', 'my (1)', 'mt (3)', 'mx (12)', 'nl (5)', 'nz (1)', 'ni (3)', 'no (3)', 'py (7)', 'pe (14)', 'pl (3)', 'pt (15)', 'sk (13)', 'es (8)', 'se (20)', 'ch (4)', 'tw (7)', 'tr (8)', 'uy (10)']"
391,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,9951370.0,83,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']","['us (17)', 'gb (10)', 'au (15)', 'at (1)', 'be (3)', 'bg (4)', 'ca (14)', 'cy (1)', 'dk (13)', 'ee (7)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'is (20)', 'id (1)', 'ie (8)', 'lv (5)', 'lt (8)', 'lu (2)', 'mt (1)', 'nl (1)', 'nz (14)', 'no (7)', 'pl (1)', 'pt (6)', 'ro (1)', 'sa (1)', 'sg (2)', 'sk (3)', 'za (4)', 'se (6)', 'ch (3)', 'ae (2)']"
11561,1yR65psqiazQpeM79CcGh8,Marília Mendonça,26420724.0,83,"['arrocha', 'sertanejo']","['br (82)', 'py (3)', 'pt (24)']"
9554,77ziqFxp5gaInVrF2lj4ht,Sech,11171905.0,83,"['panamanian pop', 'reggaeton', 'trap latino']","['us (4)', 'ar (19)', 'be (1)', 'bo (25)', 'ca (1)', 'cl (29)', 'co (32)', 'cr (35)', 'cy (1)', 'do (39)', 'ec (26)', 'sv (21)', 'de (1)', 'gt (23)', 'hn (26)', 'hu (1)', 'in (1)', 'it (3)', 'lt (1)', 'lu (3)', 'mt (2)', 'mx (15)', 'ma (2)', 'nl (1)', 'ni (19)', 'pa (77)', 'py (31)', 'pe (22)', 'pt (4)', 'sk (1)', 'es (25)', 'se (1)', 'ch (6)', 'ae (1)', 'uy (23)', 'ad (4)']"
13769,4LLpKhyESsyAXpc4laK94U,Mac Miller,7958058.0,83,"['hip hop', 'pittsburgh rap', 'rap']","['us (39)', 'gb (10)', 'au (14)', 'at (5)', 'be (8)', 'bo (1)', 'bg (6)', 'ca (28)', 'co (1)', 'cr (4)', 'cy (3)', 'cz (7)', 'dk (6)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (19)', 'fi (3)', 'fr (2)', 'de (2)', 'gr (4)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (4)', 'is (6)', 'id (1)', 'ie (11)', 'il (6)', 'jp (1)', 'lv (21)', 'lt (19)', 'lu (8)', 'my (1)', 'mt (8)', 'mx (1)', 'ma (1)', 'nl (9)', 'nz (20)', 'no (7)', 'pa (2)', 'ph (1)', 'pl (4)', 'pt (14)', 'ro (3)', 'sa (1)', 'sg (1)', 'sk (8)', 'za (12)', 'se (3)', 'ch (7)', 'tw (4)', 'th (1)', 'ae (1)', 'vn (1)']"
18435,6jJ0s89eD6GaHleKKya26X,Katy Perry,22399985.0,83,"['dance pop', 'pop']","['us (16)', 'gb (15)', 'ar (10)', 'au (15)', 'at (14)', 'be (17)', 'bo (7)', 'br (27)', 'bg (16)', 'ca (15)', 'cl (9)', 'co (9)', 'cr (18)', 'cy (10)', 'cz (16)', 'dk (9)', 'do (7)', 'ec (9)', 'eg (4)', 'sv (9)', 'ee (16)', 'fi (14)', 'fr (9)', 'de (12)', 'gr (18)', 'gt (8)', 'hn (8)', 'hk (21)', 'hu (16)', 'is (9)', 'in (4)', 'id (10)', 'ie (15)', 'il (4)', 'it (12)', 'jp (2)', 'lv (17)', 'lt (18)', 'lu (13)', 'my (19)', 'mt (15)', 'mx (10)', 'ma (4)', 'nl (15)', 'nz (15)', 'ni (8)', 'no (17)', 'pa (9)', 'py (7)', 'pe (8)', 'ph (22)', 'pl (14)', 'pt (17)', 'ro (5)', 'ru (1)', 'sa (4)', 'sg (18)', 'sk (16)', 'za (4)', 'kr (1)', 'es (11)', 'se (14)', 'ch (17)', 'tw (21)', 'th (5)', 'tr (13)', 'ua (3)', 'ae (4)', 'uy (7)', 'vn (6)', 'ad (1)']"
17900,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,2532786.0,83,"['deep underground hip hop', 'kentucky hip hop', 'pop']","['us (22)', 'gb (10)', 'au (20)', 'at (7)', 'be (6)', 'br (1)', 'bg (9)', 'ca (22)', 'cr (1)', 'cy (8)', 'cz (3)', 'dk (12)', 'do (2)', 'eg (3)', 'ee (8)', 'fi (8)', 'fr (1)', 'de (7)', 'gr (7)', 'hn (1)', 'hk (4)', 'hu (7)', 'is (9)', 'in (2)', 'id (1)', 'ie (9)', 'il (5)', 'it (3)', 'jp (1)', 'lv (8)', 'lt (8)', 'lu (8)', 'my (4)', 'mt (2)', 'ma (6)', 'nl (7)', 'nz (15)', 'no (8)', 'pa (2)', 'ph (2)', 'pl (2)', 'pt (8)', 'ro (6)', 'ru (1)', 'sa (6)', 'sg (4)', 'sk (5)', 'za (19)', 'kr (3)', 'es (1)', 'se (7)', 'ch (8)', 'tw (4)', 'th (1)', 'ua (2)', 'ae (8)', 'vn (1)']"
16483,7tYKF4w9nC0nq9CsPZTHyP,SZA,8374364.0,83,"['pop', 'r&b', 'rap']","['us (13)', 'gb (8)', 'au (7)', 'at (3)', 'be (6)', 'bg (7)', 'ca (8)', 'cr (1)', 'cy (7)', 'cz (5)', 'dk (5)', 'do (1)', 'eg (1)', 'ee (7)', 'fi (4)', 'fr (1)', 'de (3)', 'gr (6)', 'hk (6)', 'hu (5)', 'is (6)', 'in (1)', 'id (4)', 'ie (7)', 'il (4)', 'jp (4)', 'lv (6)', 'lt (7)', 'lu (7)', 'my (6)', 'mt (4)', 'ma (2)', 'nl (4)', 'nz (8)', 'no (7)', 'pa (1)', 'ph (6)', 'pl (3)', 'pt (7)', 'ro (4)', 'sa (3)', 'sg (6)', 'sk (5)', 'za (5)', 'kr (2)', 'se (4)', 'ch (5)', 'tw (6)', 'th (5)', 'tr (1)', 'ua (1)', 'ae (4)', 'vn (3)']"
13714,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,7034241.0,82,"['dance pop', 'houston rap', 'pop', 'rap', 'trap queen']","['us (26)', 'gb (6)', 'ar (1)', 'au (6)', 'at (3)', 'be (4)', 'bo (1)', 'br (3)', 'bg (11)', 'ca (15)', 'cl (1)', 'cr (2)', 'cy (7)', 'cz (4)', 'dk (3)', 'do (3)', 'eg (2)', 'sv (2)', 'ee (6)', 'fi (6)', 'fr (3)', 'de (3)', 'gr (7)', 'hn (2)', 'hk (4)', 'hu (6)', 'is (7)', 'in (2)', 'id (2)', 'ie (6)', 'il (4)', 'it (2)', 'jp (2)', 'lv (6)', 'lt (7)', 'lu (6)', 'my (5)', 'mt (4)', 'mx (1)', 'ma (3)', 'nl (3)', 'nz (7)', 'ni (1)', 'no (5)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (5)', 'pl (2)', 'pt (6)', 'ro (7)', 'ru (1)', 'sa (7)', 'sg (5)', 'sk (6)', 'za (9)', 'kr (2)', 'es (1)', 'se (3)', 'ch (4)', 'tw (4)', 'th (5)', 'tr (1)', 'ua (1)', 'ae (7)', 'uy (1)', 'vn (3)']"
18592,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6497410.0,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']","['us (10)', 'gb (10)', 'ar (6)', 'au (9)', 'at (13)', 'be (11)', 'bo (7)', 'br (6)', 'bg (12)', 'ca (13)', 'cl (7)', 'co (6)', 'cr (6)', 'cy (6)', 'cz (12)', 'dk (13)', 'do (5)', 'ec (6)', 'eg (3)', 'sv (4)', 'ee (16)', 'fi (17)', 'fr (8)', 'de (14)', 'gr (10)', 'gt (5)', 'hn (4)', 'hk (7)', 'hu (18)', 'is (9)', 'in (1)', 'id (2)', 'ie (14)', 'il (5)', 'it (8)', 'jp (2)', 'lv (14)', 'lt (16)', 'lu (9)', 'my (8)', 'mt (9)', 'mx (7)', 'ma (4)', 'nl (19)', 'nz (5)', 'ni (3)', 'no (22)', 'pa (6)', 'py (6)', 'pe (7)', 'ph (6)', 'pl (16)', 'pt (9)', 'ro (7)', 'ru (1)', 'sa (3)', 'sg (11)', 'sk (14)', 'za (5)', 'kr (2)', 'es (7)', 'se (18)', 'ch (14)', 'tw (13)', 'th (2)', 'tr (6)', 'ua (3)', 'ae (4)', 'uy (5)', 'vn (2)', 'ad (1)']"
16303,1DxLCyH42yaHKGK3cl5bvG,Maria Becerra,3091269.0,82,"['latin pop', 'pop argentino']","['ar (21)', 'bo (7)', 'cl (6)', 'co (1)', 'cr (3)', 'do (1)', 'ec (3)', 'sv (3)', 'gt (3)', 'hn (3)', 'mx (1)', 'ni (3)', 'pa (3)', 'py (7)', 'pe (7)', 'es (5)', 'uy (17)']"
16122,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,8319650.0,82,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (43)', 'gb (23)', 'ar (3)', 'au (19)', 'at (12)', 'be (15)', 'bo (4)', 'br (5)', 'bg (19)', 'ca (44)', 'cl (3)', 'co (4)', 'cr (4)', 'cy (18)', 'cz (11)', 'dk (17)', 'do (7)', 'ec (4)', 'eg (4)', 'sv (4)', 'ee (14)', 'fi (12)', 'fr (8)', 'de (13)', 'gr (18)', 'gt (4)', 'hn (4)', 'hk (11)', 'hu (16)', 'is (21)', 'in (4)', 'id (6)', 'ie (13)', 'il (9)', 'it (5)', 'jp (4)', 'lv (15)', 'lt (15)', 'lu (21)', 'my (10)', 'mt (11)', 'mx (4)', 'ma (7)', 'nl (14)', 'nz (19)', 'ni (4)', 'no (16)', 'pa (5)', 'py (4)', 'pe (3)', 'ph (9)', 'pl (8)', 'pt (13)', 'ro (10)', 'ru (2)', 'sa (5)', 'sg (10)', 'sk (15)', 'za (29)', 'kr (4)', 'es (4)', 'se (16)', 'ch (22)', 'tw (14)', 'th (6)', 'tr (6)', 'ua (2)', 'ae (9)', 'uy (3)', 'vn (3)', 'ad (2)']"
7532,4r63FhuTkUYltbVAg5TQnk,DaBaby,10052327.0,82,"['north carolina hip hop', 'rap', 'trap']","['us (39)', 'gb (6)', 'ar (1)', 'au (7)', 'at (4)', 'be (6)', 'bo (1)', 'br (1)', 'bg (17)', 'ca (35)', 'cl (1)', 'co (1)', 'cr (2)', 'cy (8)', 'cz (3)', 'dk (7)', 'do (3)', 'ec (1)', 'eg (3)', 'sv (1)', 'ee (9)', 'fi (6)', 'fr (2)', 'de (3)', 'gr (13)', 'gt (1)', 'hn (1)', 'hk (4)', 'hu (7)', 'is (16)', 'in (2)', 'id (1)', 'ie (10)', 'il (6)', 'it (1)', 'jp (1)', 'lv (9)', 'lt (8)', 'lu (14)', 'my (2)', 'mt (8)', 'mx (1)', 'ma (3)', 'nl (4)', 'nz (9)', 'ni (1)', 'no (9)', 'pa (2)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (1)', 'pt (5)', 'ro (9)', 'ru (1)', 'sa (5)', 'sg (3)', 'sk (4)', 'za (15)', 'kr (1)', 'es (1)', 'se (4)', 'ch (8)', 'tw (3)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (8)', 'uy (1)', 'vn (1)', 'ad (1)']"
68754,3xvaSlT4xsyk6lY1ESOspO,Disney,225230.0,82,[],
11600,0TnOYISbd1XYRBk9myaseg,Pitbull,9555658.0,82,"['dance pop', 'miami hip hop', 'pop', 'pop rap']","['us (7)', 'gb (7)', 'ar (20)', 'au (7)', 'at (10)', 'be (9)', 'bo (17)', 'br (8)', 'bg (8)', 'ca (8)', 'cl (16)', 'co (15)', 'cr (12)', 'cy (2)', 'cz (7)', 'dk (8)', 'do (11)', 'ec (21)', 'sv (18)', 'ee (10)', 'fi (13)', 'fr (7)', 'de (11)', 'gr (8)', 'gt (20)', 'hn (15)', 'hk (7)', 'hu (10)', 'is (8)', 'id (2)', 'ie (8)', 'it (11)', 'lv (10)', 'lt (10)', 'lu (6)', 'my (12)', 'mt (9)', 'mx (20)', 'nl (11)', 'nz (7)', 'ni (13)', 'no (13)', 'pa (21)', 'py (13)', 'pe (17)', 'ph (6)', 'pl (7)', 'pt (12)', 'sg (9)', 'sk (10)', 'es (21)', 'se (8)', 'ch (10)', 'tw (13)', 'tr (6)', 'uy (18)', 'ad (1)']"
2467,0Q8NcsJwoCbZOHHW63su5S,Mora,745169.0,82,"['reggaeton', 'trap latino']","['us (1)', 'ar (5)', 'bo (6)', 'cl (18)', 'co (16)', 'cr (14)', 'do (23)', 'ec (11)', 'sv (15)', 'gt (8)', 'hn (20)', 'mx (4)', 'ni (14)', 'pa (18)', 'py (5)', 'pe (5)', 'pt (1)', 'es (17)', 'ch (1)', 'uy (5)']"
12332,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,10707810.0,82,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (21)', 'gb (2)', 'ar (1)', 'au (2)', 'at (2)', 'be (1)', 'bo (1)', 'br (2)', 'bg (10)', 'ca (13)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (5)', 'cz (1)', 'dk (3)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (3)', 'fr (3)', 'de (5)', 'gr (6)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (4)', 'is (2)', 'in (1)', 'id (1)', 'ie (1)', 'il (2)', 'it (1)', 'jp (1)', 'lv (5)', 'lt (2)', 'lu (5)', 'my (1)', 'mt (5)', 'mx (1)', 'nl (1)', 'nz (3)', 'ni (1)', 'no (4)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (3)', 'pt (1)', 'ro (2)', 'sg (1)', 'sk (3)', 'es (1)', 'se (3)', 'ch (6)', 'tw (3)', 'tr (2)', 'uy (1)', 'vn (1)']"
280,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,27956268.0,82,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (23)', 'gb (21)', 'ar (18)', 'au (18)', 'at (14)', 'be (18)', 'bo (12)', 'br (21)', 'bg (25)', 'ca (25)', 'cl (8)', 'co (14)', 'cr (16)', 'cy (24)', 'cz (15)', 'dk (12)', 'do (15)', 'ec (9)', 'eg (9)', 'sv (18)', 'ee (17)', 'fi (14)', 'fr (8)', 'de (12)', 'gr (25)', 'gt (11)', 'hn (11)', 'hk (24)', 'hu (24)', 'is (12)', 'in (8)', 'id (10)', 'ie (25)', 'il (11)', 'it (9)', 'jp (10)', 'lv (16)', 'lt (23)', 'lu (20)', 'my (25)', 'mt (22)', 'mx (11)', 'ma (8)', 'nl (17)', 'nz (16)', 'ni (14)', 'no (17)', 'pa (19)', 'py (8)', 'pe (10)', 'ph (19)', 'pl (16)', 'pt (25)', 'ro (14)', 'sa (9)', 'sg (25)', 'sk (25)', 'za (10)', 'kr (3)', 'es (13)', 'se (14)', 'ch (18)', 'tw (26)', 'th (17)', 'tr (6)', 'ae (10)', 'uy (19)', 'vn (13)']"
13730,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,7909088.0,82,"['melodic rap', 'rap', 'trap']","['us (78)', 'gb (7)', 'au (5)', 'at (1)', 'be (3)', 'bg (11)', 'ca (33)', 'cr (1)', 'cy (4)', 'cz (2)', 'dk (3)', 'eg (1)', 'ee (9)', 'fi (3)', 'fr (2)', 'de (1)', 'gr (5)', 'hk (1)', 'hu (3)', 'is (19)', 'ie (5)', 'il (3)', 'lv (10)', 'lt (5)', 'lu (9)', 'mt (5)', 'ma (1)', 'nl (3)', 'nz (6)', 'no (10)', 'pa (1)', 'pl (1)', 'pt (4)', 'ro (10)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (5)', 'za (5)', 'kr (1)', 'se (2)', 'ch (5)', 'ua (1)', 'ae (4)']"
12601,7Gi6gjaWy3DxyilpF1a8Is,Junior H,3747478.0,82,"['corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']","['sv (2)', 'gt (7)', 'hn (3)', 'mx (10)', 'ni (1)']"
8289,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,37269207.0,82,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (31)', 'gb (16)', 'ar (17)', 'au (16)', 'at (15)', 'be (21)', 'bo (17)', 'br (26)', 'bg (33)', 'ca (28)', 'cl (17)', 'co (18)', 'cr (18)', 'cy (24)', 'cz (20)', 'dk (17)', 'do (20)', 'ec (17)', 'eg (12)', 'sv (20)', 'ee (23)', 'fi (15)', 'fr (16)', 'de (17)', 'gr (29)', 'gt (18)', 'hn (20)', 'hk (17)', 'hu (26)', 'is (16)', 'in (14)', 'id (11)', 'ie (18)', 'il (8)', 'it (12)', 'jp (8)', 'lv (20)', 'lt (21)', 'lu (18)', 'my (23)', 'mt (26)', 'mx (18)', 'ma (6)', 'nl (17)', 'nz (17)', 'ni (19)', 'no (21)', 'pa (19)', 'py (17)', 'pe (18)', 'ph (15)', 'pl (32)', 'pt (27)', 'ro (14)', 'ru (1)', 'sa (18)', 'sg (17)', 'sk (32)', 'za (13)', 'kr (2)', 'es (18)', 'se (16)', 'ch (18)', 'tw (18)', 'th (8)', 'tr (23)', 'ua (2)', 'ae (15)', 'uy (20)', 'vn (14)', 'ad (1)']"
10035,5C4PDR4LnhZTbVnKWXuDKD,Morat,6670252.0,82,"['colombian pop', 'latin pop']","['ar (8)', 'bo (30)', 'cl (11)', 'co (41)', 'cr (29)', 'do (5)', 'ec (40)', 'sv (28)', 'gt (36)', 'hn (19)', 'it (1)', 'mt (1)', 'mx (27)', 'ni (15)', 'pa (28)', 'py (14)', 'pe (27)', 'es (23)', 'uy (33)']"
13943,7n2Ycct7Beij7Dj7meI4X0,TWICE,14818846.0,82,"['k-pop', 'k-pop girl group']","['us (1)', 'au (2)', 'bo (1)', 'bg (2)', 'ca (5)', 'cl (4)', 'ec (1)', 'ee (1)', 'hn (1)', 'hk (19)', 'id (13)', 'jp (52)', 'lt (1)', 'my (21)', 'ni (1)', 'pa (1)', 'pe (5)', 'ph (33)', 'ru (3)', 'sa (10)', 'sg (19)', 'kr (8)', 'tw (27)', 'th (12)', 'ae (6)', 'vn (14)']"
3914,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,18337096.0,82,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']","['us (4)', 'gb (6)', 'ar (8)', 'au (7)', 'at (7)', 'be (7)', 'bo (2)', 'br (7)', 'bg (18)', 'ca (4)', 'cl (6)', 'co (2)', 'cr (8)', 'cz (12)', 'dk (1)', 'ec (2)', 'sv (1)', 'ee (9)', 'fi (4)', 'fr (5)', 'de (6)', 'gr (7)', 'hu (19)', 'is (6)', 'id (1)', 'ie (8)', 'il (2)', 'it (2)', 'lv (10)', 'lt (15)', 'lu (4)', 'mt (4)', 'mx (1)', 'nl (6)', 'nz (9)', 'pa (1)', 'py (4)', 'pe (5)', 'pl (18)', 'pt (10)', 'sk (17)', 'es (2)', 'se (2)', 'ch (11)', 'tr (2)', 'ua (1)', 'uy (4)']"
11415,3q7HBObVc0L8jNeTe5Gofh,50 Cent,9380724.0,82,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']","['us (2)', 'gb (2)', 'au (1)', 'at (1)', 'be (1)', 'br (1)', 'bg (1)', 'ca (3)', 'cr (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'ph (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (2)', 'ae (1)']"
2836,5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,16421954.0,82,['bachata'],"['us (1)', 'ar (14)', 'bo (17)', 'cl (16)', 'co (15)', 'cr (15)', 'do (74)', 'ec (16)', 'sv (16)', 'gt (24)', 'hn (21)', 'mt (1)', 'mx (11)', 'ni (17)', 'pa (32)', 'py (16)', 'pe (15)', 'es (12)', 'ch (2)', 'uy (13)']"
1879,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,6914690.0,82,"['atl hip hop', 'plugg', 'pluggnb', 'rap']","['us (26)', 'gb (2)', 'au (3)', 'at (1)', 'be (1)', 'bg (13)', 'ca (14)', 'cy (3)', 'cz (1)', 'dk (1)', 'eg (1)', 'ee (15)', 'fi (2)', 'fr (1)', 'de (1)', 'gr (7)', 'hk (1)', 'hu (3)', 'is (19)', 'ie (1)', 'il (1)', 'lv (16)', 'lt (9)', 'lu (4)', 'my (1)', 'mt (2)', 'ma (2)', 'nl (1)', 'nz (4)', 'no (1)', 'pl (1)', 'pt (3)', 'ro (19)', 'ru (9)', 'sa (3)', 'sg (1)', 'sk (4)', 'za (6)', 'se (1)', 'ch (2)', 'tw (1)', 'ua (9)', 'ae (4)']"
